SNO,LEAGUE_ID,CLUB_ID,MATCH_TYPE,DATE,TEAM_ONE,TEAM_ONE_URL,TEAM_ONE_ID,TEAM_ONE_CLUB_ID,TEAM_TWO,TEAM_TWO_URL,TEAM_TWO_ID,TEAM_TWO_CLUB_ID,RESULT,SCORES_SUMMARY_RAW,SCORECARD_URL,POINTS,SCORE_SUMMARY_TEAM_1,SCORE_SUMMARY_TEAM_1_SCORE,SCORE_SUMMARY_TEAM_2,SCORE_SUMMARY_TEAM_2_SCORE,League Name
46,949,32995,League,02/14/2026,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5425&clubId=32995,5425,32995,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5426&clubId=32995,5426,32995,CBCOB 3 won by 81 Runs,CBCOB 3: 169/10(32.3) HARLEQUINS 3: 88/10(24.3),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8398&clubId=32995,0,CBCOB 3,169/10(32.3),HARLEQUINS 3,88/10(24.3),2025/2026 TITANS SECOND LEAGUE
45,949,32995,League,02/14/2026,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5430&clubId=32995,5430,32995,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5427&clubId=32995,5427,32995,IRENE VILLAGERS 3 won by 7 Wickets,TUKS 5: 98/10(36.5) IRENE VILLAGERS 3: 101/3(27.5),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8392&clubId=32995,4,TUKS 5,98/10(36.5),IRENE VILLAGERS 3,101/3(27.5),2025/2026 TITANS SECOND LEAGUE
44,949,32995,League,02/14/2026,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5431&clubId=32995,5431,32995,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5428&clubId=32995,5428,32995,Abandoned.,TUT 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8391&clubId=32995,2,TUT 3,0/0(0.0),,,2025/2026 TITANS SECOND LEAGUE
43,949,32995,League,02/07/2026,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5426&clubId=32995,5426,32995,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5429&clubId=32995,5429,32995,SINOVILLE 3 won by 3 Wickets,HARLEQUINS 3: 247/8(40.0) SINOVILLE 3: 248/7(40.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8318&clubId=32995,4,HARLEQUINS 3,247/8(40.0),SINOVILLE 3,248/7(40.0),2025/2026 TITANS SECOND LEAGUE
42,949,32995,League,02/07/2026,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5428&clubId=32995,5428,32995,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5425&clubId=32995,5425,32995,PHSOB 3 won by 195 Runs,PHSOB 3: 301/9(45.0) CBCOB 3: 106/9(25.1),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8313&clubId=32995,0,PHSOB 3,301/9(45.0),CBCOB 3,106/9(25.1),2025/2026 TITANS SECOND LEAGUE
41,949,32995,League,02/07/2026,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5430&clubId=32995,5430,32995,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5431&clubId=32995,5431,32995,TUT 3 won by 8 Wickets,TUKS 5: 168/10(34.4) TUT 3: 169/2(36.1),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8311&clubId=32995,4,TUKS 5,168/10(34.4),TUT 3,169/2(36.1),2025/2026 TITANS SECOND LEAGUE
40,949,32995,League,02/07/2026,IRENE VILLAGERS 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5432&clubId=32995,5432,32995,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5427&clubId=32995,5427,32995,IRENE VILLAGERS 3 won by 4 Wickets,IRENE VILLAGERS 4: 175/9(45.0) IRENE VILLAGERS 3: 176/6(30.1),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8309&clubId=32995,4,IRENE VILLAGERS 4,175/9(45.0),IRENE VILLAGERS 3,176/6(30.1),2025/2026 TITANS SECOND LEAGUE
39,949,32995,League,01/31/2026,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5425&clubId=32995,5425,32995,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5429&clubId=32995,5429,32995,Abandoned.,CBCOB 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8733&clubId=32995,2,CBCOB 3,0/0(0.0),,,2025/2026 TITANS SECOND LEAGUE
38,949,32995,League,01/31/2026,IRENE VILLAGERS 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5432&clubId=32995,5432,32995,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5431&clubId=32995,5431,32995,TUT 3 won by 7 Wickets,IRENE VILLAGERS 4: 187/6(40.0) TUT 3: 189/3(29.1),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8261&clubId=32995,4,IRENE VILLAGERS 4,187/6(40.0),TUT 3,189/3(29.1),2025/2026 TITANS SECOND LEAGUE
37,949,32995,League,01/31/2026,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5427&clubId=32995,5427,32995,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5426&clubId=32995,5426,32995,IRENE VILLAGERS 3 won by 295 Runs,IRENE VILLAGERS 3: 389/7(45.0) HARLEQUINS 3: 94/10(22.1),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8256&clubId=32995,0,IRENE VILLAGERS 3,389/7(45.0),HARLEQUINS 3,94/10(22.1),2025/2026 TITANS SECOND LEAGUE
36,949,32995,League,01/31/2026,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5430&clubId=32995,5430,32995,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5428&clubId=32995,5428,32995,PHSOB 3 won by 2 Wickets,TUKS 5: 216/10(39.3) PHSOB 3: 218/8(44.3),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8254&clubId=32995,4,TUKS 5,216/10(39.3),PHSOB 3,218/8(44.3),2025/2026 TITANS SECOND LEAGUE
35,949,32995,League,01/24/2026,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5428&clubId=32995,5428,32995,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5429&clubId=32995,5429,32995,PHSOB 3 won by 138 Runs,PHSOB 3: 284/9(40.0) SINOVILLE 3: 146/10(24.4),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8212&clubId=32995,0,PHSOB 3,284/9(40.0),SINOVILLE 3,146/10(24.4),2025/2026 TITANS SECOND LEAGUE
34,949,32995,League,01/24/2026,IRENE VILLAGERS 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5432&clubId=32995,5432,32995,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5430&clubId=32995,5430,32995,TUKS 5 won by 7 Wickets,IRENE VILLAGERS 4: 147/10(27.4) TUKS 5: 150/3(16.5),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8210&clubId=32995,4,IRENE VILLAGERS 4,147/10(27.4),TUKS 5,150/3(16.5),2025/2026 TITANS SECOND LEAGUE
33,949,32995,League,01/24/2026,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5425&clubId=32995,5425,32995,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5427&clubId=32995,5427,32995,IRENE VILLAGERS 3 won by 4 Wickets,CBCOB 3: 147/10(32.0) IRENE VILLAGERS 3: 152/6(31.3),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8208&clubId=32995,4,CBCOB 3,147/10(32.0),IRENE VILLAGERS 3,152/6(31.3),2025/2026 TITANS SECOND LEAGUE
32,949,32995,League,01/24/2026,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5426&clubId=32995,5426,32995,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5431&clubId=32995,5431,32995,TUT 3 won by 10 Wickets,HARLEQUINS 3: 83/10(25.2) TUT 3: 84/0(18.3),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8207&clubId=32995,4,HARLEQUINS 3,83/10(25.2),TUT 3,84/0(18.3),2025/2026 TITANS SECOND LEAGUE
31,949,32995,League,12/06/2025,IRENE VILLAGERS 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5432&clubId=32995,5432,32995,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5428&clubId=32995,5428,32995,IRENE VILLAGERS 4 won by 38 Runs,IRENE VILLAGERS 4: 256/9(45.0) PHSOB 3: 218/10(38.3),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8170&clubId=32995,0,IRENE VILLAGERS 4,256/9(45.0),PHSOB 3,218/10(38.3),2025/2026 TITANS SECOND LEAGUE
30,949,32995,League,12/06/2025,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5425&clubId=32995,5425,32995,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5429&clubId=32995,5429,32995,CBCOB 3 won by 22 Runs,CBCOB 3: 177/10(36.5) SINOVILLE 3: 155/10(23.5),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8168&clubId=32995,0,CBCOB 3,177/10(36.5),SINOVILLE 3,155/10(23.5),2025/2026 TITANS SECOND LEAGUE
29,949,32995,League,11/29/2025,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5431&clubId=32995,5431,32995,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5425&clubId=32995,5425,32995,TUT 3 won by 109 Runs,TUT 3: 208/7(40.0) CBCOB 3: 99/10(28.2),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8127&clubId=32995,0,TUT 3,208/7(40.0),CBCOB 3,99/10(28.2),2025/2026 TITANS SECOND LEAGUE
28,949,32995,League,11/29/2025,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5429&clubId=32995,5429,32995,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5427&clubId=32995,5427,32995,Abandoned.,SINOVILLE 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8118&clubId=32995,2,SINOVILLE 3,0/0(0.0),,,2025/2026 TITANS SECOND LEAGUE
27,949,32995,League,11/29/2025,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5426&clubId=32995,5426,32995,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5430&clubId=32995,5430,32995,HARLEQUINS 3 won by 39 Runs,HARLEQUINS 3: 221/5(40.0) TUKS 5: 182/10(31.2),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8102&clubId=32995,0,HARLEQUINS 3,221/5(40.0),TUKS 5,182/10(31.2),2025/2026 TITANS SECOND LEAGUE
26,949,32995,League,11/22/2025,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5425&clubId=32995,5425,32995,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5430&clubId=32995,5430,32995,Abandoned.,CBCOB 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8912&clubId=32995,2,CBCOB 3,0/0(0.0),,,2025/2026 TITANS SECOND LEAGUE
25,949,32995,League,11/22/2025,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5429&clubId=32995,5429,32995,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5431&clubId=32995,5431,32995,TUT 3 won by 7 Wickets,SINOVILLE 3: 150/10(26.4) TUT 3: 155/3(29.2),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8035&clubId=32995,4,SINOVILLE 3,150/10(26.4),TUT 3,155/3(29.2),2025/2026 TITANS SECOND LEAGUE
24,949,32995,League,11/22/2025,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5426&clubId=32995,5426,32995,IRENE VILLAGERS 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5432&clubId=32995,5432,32995,HARLEQUINS 3 won by 87 Runs,HARLEQUINS 3: 198/10(39.3) IRENE VILLAGERS 4: 111/4(20.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8012&clubId=32995,0,HARLEQUINS 3,198/10(39.3),IRENE VILLAGERS 4,111/4(20.0),2025/2026 TITANS SECOND LEAGUE
23,949,32995,League,11/22/2025,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5427&clubId=32995,5427,32995,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5428&clubId=32995,5428,32995,Winner: PHSOB 3,IRENE VILLAGERS 3: 234/10(42.2) PHSOB 3: 114/4(23.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=8011&clubId=32995,4,IRENE VILLAGERS 3,234/10(42.2),PHSOB 3,114/4(23.0),2025/2026 TITANS SECOND LEAGUE
22,949,32995,League,11/15/2025,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5431&clubId=32995,5431,32995,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5427&clubId=32995,5427,32995,Abandoned.,TUT 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7967&clubId=32995,2,TUT 3,0/0(0.0),,,2025/2026 TITANS SECOND LEAGUE
21,949,32995,League,11/15/2025,IRENE VILLAGERS 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5432&clubId=32995,5432,32995,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5425&clubId=32995,5425,32995,Abandoned.,IRENE VILLAGERS 4: 32/2(7.5),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7901&clubId=32995,2,IRENE VILLAGERS 4,32/2(7.5),,,2025/2026 TITANS SECOND LEAGUE
20,949,32995,League,11/15/2025,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5426&clubId=32995,5426,32995,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5428&clubId=32995,5428,32995,PHSOB 3 won by 5 Wickets,HARLEQUINS 3: 53/10(10.5) PHSOB 3: 55/5(13.4),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7898&clubId=32995,4,HARLEQUINS 3,53/10(10.5),PHSOB 3,55/5(13.4),2025/2026 TITANS SECOND LEAGUE
19,949,32995,League,11/15/2025,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5429&clubId=32995,5429,32995,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5430&clubId=32995,5430,32995,TUKS 5 won by 8 Wickets,SINOVILLE 3: 64/10(18.3) TUKS 5: 67/2(7.2),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7896&clubId=32995,4,SINOVILLE 3,64/10(18.3),TUKS 5,67/2(7.2),2025/2026 TITANS SECOND LEAGUE
18,949,32995,League,11/08/2025,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5425&clubId=32995,5425,32995,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5426&clubId=32995,5426,32995,Abandoned.,CBCOB 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7838&clubId=32995,2,CBCOB 3,0/0(0.0),,,2025/2026 TITANS SECOND LEAGUE
17,949,32995,League,11/08/2025,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5431&clubId=32995,5431,32995,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5428&clubId=32995,5428,32995,PHSOB 3 won by 4 Wickets,TUT 3: 205/10(40.0) PHSOB 3: 206/6(31.4),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7790&clubId=32995,4,TUT 3,205/10(40.0),PHSOB 3,206/6(31.4),2025/2026 TITANS SECOND LEAGUE
16,949,32995,League,11/08/2025,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5427&clubId=32995,5427,32995,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5430&clubId=32995,5430,32995,TUKS 5 won by 4 Wickets,IRENE VILLAGERS 3: 143/10(37.2) TUKS 5: 144/6(31.1),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7777&clubId=32995,4,IRENE VILLAGERS 3,143/10(37.2),TUKS 5,144/6(31.1),2025/2026 TITANS SECOND LEAGUE
15,949,32995,League,11/08/2025,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5429&clubId=32995,5429,32995,IRENE VILLAGERS 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5432&clubId=32995,5432,32995,SINOVILLE 3 won by 4 Runs,SINOVILLE 3: 257/10(39.1) IRENE VILLAGERS 4: 253/8(40.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7775&clubId=32995,0,SINOVILLE 3,257/10(39.1),IRENE VILLAGERS 4,253/8(40.0),2025/2026 TITANS SECOND LEAGUE
14,949,32995,League,11/01/2025,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5428&clubId=32995,5428,32995,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5425&clubId=32995,5425,32995,CBCOB 3 won by 7 Wickets,PHSOB 3: 232/7(45.0) CBCOB 3: 234/3(36.3),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7677&clubId=32995,4,PHSOB 3,232/7(45.0),CBCOB 3,234/3(36.3),2025/2026 TITANS SECOND LEAGUE
13,949,32995,League,11/01/2025,IRENE VILLAGERS 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5432&clubId=32995,5432,32995,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5427&clubId=32995,5427,32995,IRENE VILLAGERS 4 won by 49 Runs,IRENE VILLAGERS 4: 176/8(40.0) IRENE VILLAGERS 3: 127/10(28.2),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7654&clubId=32995,0,IRENE VILLAGERS 4,176/8(40.0),IRENE VILLAGERS 3,127/10(28.2),2025/2026 TITANS SECOND LEAGUE
12,949,32995,League,11/01/2025,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5429&clubId=32995,5429,32995,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5426&clubId=32995,5426,32995,SINOVILLE 3 won by 165 Runs,SINOVILLE 3: 327/8(40.0) HARLEQUINS 3: 162/10(24.4),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7649&clubId=32995,0,SINOVILLE 3,327/8(40.0),HARLEQUINS 3,162/10(24.4),2025/2026 TITANS SECOND LEAGUE
11,949,32995,League,11/01/2025,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5430&clubId=32995,5430,32995,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5431&clubId=32995,5431,32995,TUT 3 won by 4 Wickets,TUKS 5: 229/7(40.0) TUT 3: 230/6(39.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7648&clubId=32995,4,TUKS 5,229/7(40.0),TUT 3,230/6(39.0),2025/2026 TITANS SECOND LEAGUE
10,949,32995,League,10/25/2025,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5431&clubId=32995,5431,32995,IRENE VILLAGERS 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5432&clubId=32995,5432,32995,TUT 3 won by 172 Runs,TUT 3: 277/7(40.0) IRENE VILLAGERS 4: 105/10(24.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7488&clubId=32995,0,TUT 3,277/7(40.0),IRENE VILLAGERS 4,105/10(24.0),2025/2026 TITANS SECOND LEAGUE
9,949,32995,League,10/25/2025,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5426&clubId=32995,5426,32995,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5427&clubId=32995,5427,32995,IRENE VILLAGERS 3 won by 8 Wickets,HARLEQUINS 3: 68/10(17.0) IRENE VILLAGERS 3: 71/2(10.4),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7486&clubId=32995,4,HARLEQUINS 3,68/10(17.0),IRENE VILLAGERS 3,71/2(10.4),2025/2026 TITANS SECOND LEAGUE
8,949,32995,League,10/25/2025,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5428&clubId=32995,5428,32995,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5430&clubId=32995,5430,32995,PHSOB 3 won by 76 Runs,PHSOB 3: 313/10(44.1) TUKS 5: 237/10(35.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7484&clubId=32995,0,PHSOB 3,313/10(44.1),TUKS 5,237/10(35.0),2025/2026 TITANS SECOND LEAGUE
7,949,32995,League,10/18/2025,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5425&clubId=32995,5425,32995,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=5427&clubId=32995,5427,32995,Abandoned.,CBCOB 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7452&clubId=32995,2,CBCOB 3,0/0(0.0),,,2025/2026 TITANS SECOND LEAGUE
